fecha,sku,cantidad,cliente_id,canal
2025-08-24,PAL-SK-ART-0864,1,CLI0295,web
2025-12-14,PAL-SK-ART-0864,2,CLI1661,web
2025-12-22,PAL-SK-ART-0864,2,CLI0163,web
2025-12-25,PAL-SK-ART-0864,2,CLI0386,web
2025-12-17,PAL-SK-ART-0864,1,CLI1149,web
2026-03-25,PAL-SK-ART-0865,1,CLI0263,telefono
2025-09-13,PAL-SK-ART-0867,1,CLI1460,web
2025-10-23,PAL-SK-ART-0867,1,CLI0072,web
2025-10-27,PAL-SK-ART-0867,1,CLI0958,web
2025-08-13,PAL-SK-ART-0868,1,CLI0804,web
2025-11-03,PAL-SK-ART-0868,2,CLI1820,telefono
2025-11-11,PAL-SK-ART-0868,2,CLI1330,web
2025-11-02,PAL-SK-ART-0868,1,CLI1399,telefono
2026-02-08,PAL-SK-ART-0868,2,CLI1828,presencial
2026-02-22,PAL-SK-ART-0868,1,CLI1895,telefono
2026-02-22,PAL-SK-ART-0868,1,CLI0864,web
2026-05-03,PAL-SK-ART-0868,1,CLI0669,web
2025-08-25,PAL-SK-ART-0869,1,CLI1764,telefono
2025-09-15,PAL-SK-ART-0869,1,CLI1336,presencial
2025-12-16,PAL-SK-ART-0869,1,CLI0238,telefono
2025-12-28,PAL-SK-ART-0869,1,CLI0589,web
2025-12-06,PAL-SK-ART-0869,1,CLI0697,presencial
2025-12-18,PAL-SK-ART-0869,1,CLI1614,web
2026-02-10,PAL-SK-ART-0871,1,CLI0939,presencial
2026-02-07,PAL-SK-ART-0871,1,CLI0665,web
2026-03-18,PAL-SK-ART-0876,1,CLI0399,web
2026-03-27,PAL-SK-ART-0876,1,CLI1290,web
2026-05-19,PAL-SK-ART-0877,1,CLI1840,web
2026-05-26,PAL-SK-ART-0877,1,CLI1911,presencial
2026-05-01,PAL-SK-ART-0877,1,CLI0743,presencial
2026-05-07,PAL-SK-ART-0877,1,CLI0713,web
2026-05-01,PAL-SK-ART-0877,1,CLI1324,web
2026-02-18,PAL-SK-ART-0878,3,CLI1804,web
2026-02-03,PAL-SK-ART-0878,2,CLI0590,web
2025-12-28,PAL-SK-ART-0879,1,CLI1195,web
2026-03-27,PAL-SK-ART-0879,1,CLI1858,web
2025-12-06,PAL-SK-ART-0880,1,CLI1646,web
2025-12-09,PAL-SK-ART-0880,1,CLI0706,web
2026-01-20,PAL-SK-ART-0880,1,CLI1866,telefono
2026-01-07,PAL-SK-ART-0882,1,CLI0151,telefono
2025-08-14,PAL-SK-ART-0883,1,CLI1110,web
2026-03-11,PAL-SK-ART-0883,1,CLI0773,web
2026-03-01,PAL-SK-ART-0883,1,CLI1904,web
2026-03-26,PAL-SK-ART-0883,1,CLI1859,web
2026-04-12,PAL-SK-ART-0884,1,CLI0918,web
2026-01-13,PAL-SK-ART-0887,1,CLI1523,web
2026-05-23,PAL-SK-ART-0889,1,CLI1693,web
2025-12-09,PAL-SK-ART-0890,1,CLI0426,presencial
2025-12-17,PAL-SK-ART-0892,1,CLI1804,telefono
2025-12-06,PAL-SK-ART-0892,1,CLI1977,web
2025-07-15,PAL-SK-ART-0893,1,CLI0371,web
2025-08-24,PAL-SK-ART-0894,1,CLI0095,web
2025-08-21,PAL-SK-ART-0894,1,CLI0126,web
2026-02-24,PAL-SK-ART-0894,1,CLI0016,web
2026-02-09,PAL-SK-ART-0894,1,CLI0919,web
2026-05-09,PAL-SK-ART-0894,1,CLI0240,web
2026-05-04,PAL-SK-ART-0894,1,CLI1718,web
2026-05-03,PAL-SK-ART-0894,1,CLI0824,telefono
2026-05-11,PAL-SK-ART-0894,1,CLI0744,web
2026-05-12,PAL-SK-ART-0894,1,CLI1555,web
2025-07-09,PAL-SK-ART-0898,1,CLI1417,web
2025-07-23,PAL-SK-ART-0898,1,CLI1423,web
2026-05-27,PAL-SK-ART-0898,1,CLI0275,telefono
2026-03-03,PAL-SK-ART-0899,1,CLI1770,web
2026-04-20,PAL-SK-ART-0899,1,CLI0268,web
2026-05-24,PAL-SK-ART-0900,2,CLI0734,presencial
2026-05-13,PAL-SK-ART-0901,1,CLI1131,presencial
2026-05-17,PAL-SK-ART-0901,1,CLI1788,web
2026-02-15,PAL-SK-ART-0903,1,CLI0779,web
2026-02-23,PAL-SK-ART-0903,1,CLI0597,telefono
2026-04-03,PAL-SK-ART-0903,3,CLI1690,telefono
2026-04-15,PAL-SK-ART-0903,3,CLI0499,web
2026-04-14,PAL-SK-ART-0903,2,CLI1001,web
2026-05-25,PAL-SK-ART-0907,1,CLI1372,web
2026-01-01,PAL-SK-ART-0920,1,CLI1874,telefono
2026-01-12,PAL-SK-ART-0920,1,CLI1770,web
2026-03-12,PAL-SK-ART-0920,1,CLI1822,telefono
2026-04-08,PAL-SK-ART-0920,1,CLI1427,web
2026-04-09,PAL-SK-ART-0920,1,CLI1289,web
2026-05-03,PAL-SK-ART-0920,1,CLI0205,web
2026-01-21,PAL-SK-ART-0921,1,CLI1140,presencial
2026-01-13,PAL-SK-ART-0922,1,CLI1632,web
2026-01-27,PAL-SK-ART-0923,1,CLI1257,web
2026-01-01,PAL-SK-ART-0924,1,CLI0718,web
2026-01-09,PAL-SK-ART-0925,1,CLI1748,presencial
2025-11-07,PAL-SK-ART-0930,1,CLI0184,web
2025-11-18,PAL-SK-ART-0930,1,CLI0725,web
2025-11-09,PAL-SK-ART-0931,1,CLI0298,web
2025-11-09,PAL-SK-ART-0931,1,CLI0343,web
2025-11-09,PAL-SK-ART-0931,1,CLI1529,web
2025-08-17,PAL-SK-ART-0932,1,CLI0232,web
2026-02-13,PAL-SK-ART-0932,1,CLI0387,web
2025-07-20,PAL-SK-ART-0933,1,CLI0421,web
2025-08-24,PAL-SK-ART-0933,1,CLI1605,web
2025-09-24,PAL-SK-ART-0933,1,CLI1754,web
2025-12-21,PAL-SK-ART-0933,1,CLI0550,web
2025-12-22,PAL-SK-ART-0933,1,CLI1958,web
2026-04-11,PAL-SK-ART-0933,3,CLI1137,telefono
2026-05-17,PAL-SK-ART-0933,1,CLI1887,web
2026-05-28,PAL-SK-ART-0933,1,CLI0833,web
2025-12-09,PAL-SK-ART-0934,1,CLI1116,web
2025-07-14,PAL-SK-ART-0935,5,CLI0043,web
2025-08-02,PAL-SK-ART-0935,2,CLI1896,presencial
2025-08-11,PAL-SK-ART-0935,1,CLI1677,web
2025-08-11,PAL-SK-ART-0935,1,CLI0735,web
2025-10-10,PAL-SK-ART-0935,1,CLI0901,web
2025-10-02,PAL-SK-ART-0935,1,CLI0016,telefono
2026-01-28,PAL-SK-ART-0935,1,CLI1595,web
2026-01-02,PAL-SK-ART-0935,1,CLI0931,web
2026-01-20,PAL-SK-ART-0935,1,CLI1185,web
2026-02-08,PAL-SK-ART-0935,1,CLI0585,web
2026-02-26,PAL-SK-ART-0935,1,CLI1542,telefono
2025-10-15,PAL-SK-ART-0937,2,CLI0287,telefono
2025-10-11,PAL-SK-ART-0937,2,CLI0051,web
2025-10-06,PAL-SK-ART-0937,1,CLI0093,web
2025-10-26,PAL-SK-ART-0937,1,CLI0901,presencial
2025-10-24,PAL-SK-ART-0937,1,CLI0530,web
2025-11-15,PAL-SK-ART-0937,1,CLI0919,web
2025-11-09,PAL-SK-ART-0937,1,CLI0354,web
2026-03-26,PAL-SK-ART-0937,1,CLI0054,telefono
2026-03-19,PAL-SK-ART-0937,1,CLI1845,presencial
2026-03-21,PAL-SK-ART-0937,1,CLI0659,web
2026-03-15,PAL-SK-ART-0937,1,CLI1122,web
2026-03-28,PAL-SK-ART-0937,1,CLI1461,web
2026-05-25,PAL-SK-ART-0937,1,CLI1611,telefono
2026-05-07,PAL-SK-ART-0937,1,CLI0993,telefono
2026-05-25,PAL-SK-ART-0937,1,CLI0314,web
2026-05-03,PAL-SK-ART-0937,1,CLI0131,web
2026-05-01,PAL-SK-ART-0937,1,CLI1882,presencial
2025-07-14,PAL-SK-ART-0941,1,CLI1739,presencial
2025-07-16,PAL-SK-ART-0941,1,CLI1781,web
2025-07-28,PAL-SK-ART-0941,1,CLI0241,web
2025-08-25,PAL-SK-ART-0941,1,CLI1283,web
2025-12-21,PAL-SK-ART-0941,1,CLI1992,web
2026-01-22,PAL-SK-ART-0941,1,CLI1814,telefono
2026-01-06,PAL-SK-ART-0941,1,CLI0650,web
2026-04-13,PAL-SK-ART-0941,1,CLI0889,web
2025-07-19,PAL-SK-ART-0942,1,CLI0215,telefono
2025-11-06,PAL-SK-ART-0946,5,CLI0386,web
2025-11-13,PAL-SK-ART-0946,4,CLI1465,web
2025-11-02,PAL-SK-ART-0946,4,CLI1029,web
2025-11-09,PAL-SK-ART-0946,4,CLI0864,presencial
2025-12-27,PAL-SK-ART-0946,10,CLI1536,web
2026-03-20,PAL-SK-ART-0946,2,CLI0559,presencial
2026-03-24,PAL-SK-ART-0946,1,CLI1701,web
2026-03-09,PAL-SK-ART-0946,1,CLI1793,presencial
2026-03-17,PAL-SK-ART-0946,1,CLI0441,web
2026-04-28,PAL-SK-ART-0946,2,CLI0237,telefono
2026-04-08,PAL-SK-ART-0946,2,CLI1182,web
2026-04-23,PAL-SK-ART-0946,1,CLI0615,web
2026-05-05,PAL-SK-ART-0946,1,CLI0078,web
2026-05-03,PAL-SK-ART-0946,1,CLI1374,presencial
2026-05-18,PAL-SK-ART-0946,1,CLI0083,web
2026-05-19,PAL-SK-ART-0946,1,CLI0612,web
2025-11-02,PAL-SK-ART-0947,14,CLI0232,presencial
2025-12-13,PAL-SK-ART-0947,14,CLI0155,presencial
2026-03-23,PAL-SK-ART-0947,1,CLI0844,presencial
2026-03-01,PAL-SK-ART-0947,1,CLI1776,telefono
2025-11-27,PAL-SK-ART-0948,7,CLI0478,web
2025-11-15,PAL-SK-ART-0948,7,CLI1591,web
2025-12-06,PAL-SK-ART-0948,13,CLI0512,telefono
2026-05-06,PAL-SK-ART-0948,1,CLI1640,presencial
2026-05-10,PAL-SK-ART-0948,1,CLI1292,web
2026-05-02,PAL-SK-ART-0948,1,CLI1790,telefono
2025-11-04,PAL-SK-ART-0949,3,CLI0492,web
2025-11-24,PAL-SK-ART-0949,3,CLI1596,web
2025-11-04,PAL-SK-ART-0949,3,CLI1841,web
2025-11-02,PAL-SK-ART-0949,3,CLI1082,web
2025-11-14,PAL-SK-ART-0949,2,CLI1344,web
2025-12-12,PAL-SK-ART-0949,3,CLI0426,telefono
2025-12-08,PAL-SK-ART-0949,3,CLI0433,telefono
2025-12-05,PAL-SK-ART-0949,3,CLI0606,web
2025-12-19,PAL-SK-ART-0949,3,CLI1693,web
2026-03-14,PAL-SK-ART-0949,3,CLI0179,web
2026-04-24,PAL-SK-ART-0949,3,CLI1828,web
2026-05-15,PAL-SK-ART-0949,2,CLI1284,web
2026-05-22,PAL-SK-ART-0949,1,CLI1438,presencial
2025-11-04,PAL-SK-ART-0950,2,CLI0971,telefono
2025-12-08,PAL-SK-ART-0950,1,CLI1364,web
2025-12-12,PAL-SK-ART-0950,1,CLI0638,web
2025-11-25,PAL-SK-ART-0951,2,CLI0997,web
2025-11-21,PAL-SK-ART-0951,1,CLI1160,telefono
2025-11-04,PAL-SK-ART-0951,1,CLI1965,web
2025-11-11,PAL-SK-ART-0951,1,CLI0840,web
2025-11-10,PAL-SK-ART-0951,1,CLI1418,web
2025-12-27,PAL-SK-ART-0951,2,CLI0469,web
2025-12-04,PAL-SK-ART-0951,2,CLI0058,presencial
2025-12-14,PAL-SK-ART-0951,1,CLI0892,web
2025-12-12,PAL-SK-ART-0951,1,CLI0465,web
2025-12-12,PAL-SK-ART-0951,1,CLI0145,presencial
2026-01-09,PAL-SK-ART-0951,1,CLI0637,telefono
2026-01-05,PAL-SK-ART-0951,1,CLI1055,web
2026-02-27,PAL-SK-ART-0951,1,CLI0454,presencial
2026-02-26,PAL-SK-ART-0951,1,CLI1795,telefono
2026-03-04,PAL-SK-ART-0951,2,CLI0273,web
2026-04-05,PAL-SK-ART-0951,1,CLI0386,web
2026-04-15,PAL-SK-ART-0951,1,CLI1426,web
2026-05-06,PAL-SK-ART-0951,3,CLI1819,telefono
2025-10-15,PAL-SK-ART-0952,4,CLI1484,telefono
2025-11-18,PAL-SK-ART-0952,1,CLI1391,telefono
2025-12-13,PAL-SK-ART-0952,5,CLI0893,presencial
2026-01-09,PAL-SK-ART-0952,1,CLI1094,presencial
2026-02-15,PAL-SK-ART-0952,1,CLI0520,web
2026-03-18,PAL-SK-ART-0952,1,CLI0430,web
2026-04-17,PAL-SK-ART-0952,1,CLI0131,web
2026-05-17,PAL-SK-ART-0952,1,CLI1547,web
2025-10-10,PAL-SK-ART-0953,1,CLI0832,presencial
2025-10-20,PAL-SK-ART-0953,1,CLI1351,telefono
2025-10-12,PAL-SK-ART-0953,1,CLI1912,web
2025-11-17,PAL-SK-ART-0953,1,CLI1885,web
2025-11-06,PAL-SK-ART-0953,1,CLI1121,web
2025-12-09,PAL-SK-ART-0953,2,CLI0797,web
2025-12-10,PAL-SK-ART-0953,1,CLI0886,presencial
2025-12-22,PAL-SK-ART-0953,1,CLI1942,telefono
2025-12-05,PAL-SK-ART-0953,1,CLI1336,presencial
2026-01-12,PAL-SK-ART-0953,1,CLI1377,web
2026-01-22,PAL-SK-ART-0953,1,CLI1141,web
2026-03-18,PAL-SK-ART-0953,1,CLI0224,telefono
2026-03-23,PAL-SK-ART-0953,1,CLI1528,presencial
2026-04-20,PAL-SK-ART-0953,1,CLI0443,web
2026-04-03,PAL-SK-ART-0953,1,CLI1663,web
2025-10-19,PAL-SK-ART-0954,3,CLI1408,web
2025-12-22,PAL-SK-ART-0954,2,CLI1228,web
2025-12-18,PAL-SK-ART-0954,2,CLI0124,web
2025-12-07,PAL-SK-ART-0954,1,CLI0648,telefono
2026-02-23,PAL-SK-ART-0954,1,CLI0192,web
2026-03-07,PAL-SK-ART-0954,1,CLI1788,telefono
2026-04-19,PAL-SK-ART-0954,1,CLI0238,presencial
2026-04-26,PAL-SK-ART-0954,1,CLI0329,presencial
2025-10-13,PAL-SK-ART-0955,3,CLI1921,web
2025-10-08,PAL-SK-ART-0955,3,CLI0866,web
2025-10-15,PAL-SK-ART-0955,2,CLI1694,telefono
2025-11-24,PAL-SK-ART-0955,3,CLI0753,web
2025-11-27,PAL-SK-ART-0955,3,CLI0156,web
2025-11-03,PAL-SK-ART-0955,3,CLI0844,telefono
2025-11-03,PAL-SK-ART-0955,2,CLI0225,web
2025-11-08,PAL-SK-ART-0955,2,CLI1605,web
2025-12-20,PAL-SK-ART-0955,8,CLI0132,web
2025-12-10,PAL-SK-ART-0955,8,CLI1980,web
2025-12-10,PAL-SK-ART-0955,8,CLI1517,presencial
2025-12-03,PAL-SK-ART-0955,8,CLI1093,web
2026-01-12,PAL-SK-ART-0955,2,CLI0473,web
2026-01-09,PAL-SK-ART-0955,2,CLI0448,web
2026-01-10,PAL-SK-ART-0955,2,CLI1429,web
2026-01-21,PAL-SK-ART-0955,1,CLI0248,presencial
2026-01-16,PAL-SK-ART-0955,1,CLI1359,web
2026-02-08,PAL-SK-ART-0955,2,CLI1652,web
2026-02-21,PAL-SK-ART-0955,2,CLI1213,web
2026-02-22,PAL-SK-ART-0955,2,CLI1702,telefono
2026-02-02,PAL-SK-ART-0955,2,CLI1856,presencial
2026-02-04,PAL-SK-ART-0955,2,CLI1283,web
2026-03-10,PAL-SK-ART-0955,8,CLI1303,telefono
2026-03-08,PAL-SK-ART-0955,8,CLI1969,web
2026-04-23,PAL-SK-ART-0955,2,CLI1823,telefono
2026-04-03,PAL-SK-ART-0955,1,CLI1653,telefono
2026-04-20,PAL-SK-ART-0955,1,CLI1141,telefono
2026-04-28,PAL-SK-ART-0955,1,CLI1771,telefono
2026-04-21,PAL-SK-ART-0955,1,CLI0541,web
2026-05-12,PAL-SK-ART-0955,1,CLI1502,telefono
2026-05-17,PAL-SK-ART-0955,1,CLI0984,web
2026-05-08,PAL-SK-ART-0955,1,CLI1444,telefono
2026-05-26,PAL-SK-ART-0955,1,CLI1495,web
2026-05-13,PAL-SK-ART-0955,1,CLI1455,presencial
2025-10-13,PAL-SK-ART-0956,1,CLI1312,presencial
2025-10-02,PAL-SK-ART-0956,1,CLI0810,presencial
2025-11-01,PAL-SK-ART-0956,23,CLI1709,web
2025-12-06,PAL-SK-ART-0956,8,CLI0405,web
2025-12-23,PAL-SK-ART-0956,8,CLI0161,web
2025-12-03,PAL-SK-ART-0956,8,CLI0418,web
2026-01-10,PAL-SK-ART-0956,15,CLI1572,web
2026-02-18,PAL-SK-ART-0956,2,CLI1535,presencial
2026-03-15,PAL-SK-ART-0956,8,CLI1927,web
2026-03-05,PAL-SK-ART-0956,8,CLI1947,web
2026-04-04,PAL-SK-ART-0956,4,CLI1675,web
2026-04-16,PAL-SK-ART-0956,4,CLI1674,web
2026-04-21,PAL-SK-ART-0956,3,CLI0062,web
2026-05-15,PAL-SK-ART-0956,3,CLI1413,web
2026-05-26,PAL-SK-ART-0956,2,CLI1834,web
2026-05-10,PAL-SK-ART-0956,2,CLI1639,telefono
2026-05-22,PAL-SK-ART-0956,2,CLI0117,telefono
2026-05-20,PAL-SK-ART-0956,2,CLI0600,presencial
2025-10-08,PAL-SK-ART-0957,4,CLI0599,presencial
2025-10-12,PAL-SK-ART-0957,4,CLI1417,web
2025-10-18,PAL-SK-ART-0957,4,CLI0220,telefono
2025-11-07,PAL-SK-ART-0957,3,CLI1685,web
2025-11-27,PAL-SK-ART-0957,3,CLI0127,web
2025-11-07,PAL-SK-ART-0957,3,CLI0539,web
2025-11-22,PAL-SK-ART-0957,3,CLI1805,web
2025-11-05,PAL-SK-ART-0957,2,CLI1886,web
2025-12-06,PAL-SK-ART-0957,13,CLI0675,telefono
2025-12-26,PAL-SK-ART-0957,12,CLI0694,web
2025-12-19,PAL-SK-ART-0957,12,CLI1589,telefono
2026-02-06,PAL-SK-ART-0957,2,CLI1408,web
2026-02-15,PAL-SK-ART-0957,2,CLI1327,presencial
2026-02-08,PAL-SK-ART-0957,1,CLI0661,web
2026-02-16,PAL-SK-ART-0957,1,CLI1888,web
2026-03-12,PAL-SK-ART-0957,5,CLI1817,web
2026-03-13,PAL-SK-ART-0957,5,CLI1960,web
2026-04-20,PAL-SK-ART-0957,5,CLI1572,web
2026-04-20,PAL-SK-ART-0957,5,CLI1044,web
2026-05-03,PAL-SK-ART-0957,5,CLI1786,web
2026-05-09,PAL-SK-ART-0957,5,CLI1835,web
2025-10-07,PAL-SK-ART-0958,7,CLI0474,web
2025-10-01,PAL-SK-ART-0958,6,CLI1395,web
2025-11-05,PAL-SK-ART-0958,11,CLI1791,web
2025-11-23,PAL-SK-ART-0958,10,CLI0338,web
2025-12-25,PAL-SK-ART-0958,4,CLI0385,web
2025-12-03,PAL-SK-ART-0958,4,CLI1328,web
2025-12-26,PAL-SK-ART-0958,3,CLI1227,web
2025-12-04,PAL-SK-ART-0958,3,CLI0231,web
2026-01-15,PAL-SK-ART-0958,10,CLI0133,web
2026-01-25,PAL-SK-ART-0958,10,CLI0110,telefono
2026-01-28,PAL-SK-ART-0958,10,CLI0789,web
2026-03-10,PAL-SK-ART-0958,9,CLI0441,web
2026-04-10,PAL-SK-ART-0958,6,CLI0144,presencial
2026-05-19,PAL-SK-ART-0958,5,CLI1061,web
2025-11-27,PAL-SK-ART-0959,1,CLI1420,telefono
2025-11-05,PAL-SK-ART-0959,1,CLI0635,web
2026-03-04,PAL-SK-ART-0959,1,CLI0853,presencial
2026-05-07,PAL-SK-ART-0959,1,CLI0258,presencial
2026-02-24,PAL-SK-ART-0960,1,CLI1364,telefono
2026-02-23,PAL-SK-ART-0960,1,CLI1864,web
2025-11-17,PAL-SK-ART-0962,1,CLI1718,web
2025-11-15,PAL-SK-ART-0962,1,CLI1552,presencial
2026-01-16,PAL-SK-ART-0962,2,CLI1196,telefono
2026-03-09,PAL-SK-ART-0962,1,CLI0341,web
2026-05-12,PAL-SK-ART-0962,1,CLI0194,telefono
2025-11-15,PAL-SK-ART-0963,2,CLI1940,web
2025-12-28,PAL-SK-ART-0963,2,CLI0362,telefono
2026-03-10,PAL-SK-ART-0964,1,CLI0803,presencial
2026-03-15,PAL-SK-ART-0964,1,CLI0895,web
2025-07-03,PAL-SK-ART-0966,3,CLI1812,telefono
2025-07-09,PAL-SK-ART-0966,3,CLI0165,web
2025-07-19,PAL-SK-ART-0966,3,CLI1092,web
2025-07-03,PAL-SK-ART-0966,2,CLI0761,web
2025-09-26,PAL-SK-ART-0966,13,CLI0922,telefono
2025-09-11,PAL-SK-ART-0966,13,CLI1999,telefono
2025-09-15,PAL-SK-ART-0966,13,CLI0529,web
2025-10-02,PAL-SK-ART-0966,15,CLI1263,web
2025-10-19,PAL-SK-ART-0966,15,CLI1433,telefono
2025-10-01,PAL-SK-ART-0966,14,CLI0132,presencial
2025-10-13,PAL-SK-ART-0966,14,CLI0213,web
2025-11-14,PAL-SK-ART-0966,8,CLI1210,telefono
2025-11-15,PAL-SK-ART-0966,8,CLI1510,web
2025-11-23,PAL-SK-ART-0966,7,CLI1500,presencial
2025-07-18,PAL-SK-ART-0973,3,CLI0518,telefono
2025-07-23,PAL-SK-ART-0973,3,CLI0598,presencial
2025-08-15,PAL-SK-ART-0973,3,CLI1836,web
2025-08-18,PAL-SK-ART-0973,3,CLI0662,presencial
2025-08-18,PAL-SK-ART-0973,3,CLI0125,web
2025-09-22,PAL-SK-ART-0973,2,CLI0019,web
2025-09-05,PAL-SK-ART-0973,2,CLI0261,telefono
2025-09-07,PAL-SK-ART-0973,2,CLI0489,web
2025-10-26,PAL-SK-ART-0973,2,CLI1114,web
2025-10-12,PAL-SK-ART-0973,1,CLI0729,telefono
2025-10-19,PAL-SK-ART-0973,1,CLI0435,web
2025-10-28,PAL-SK-ART-0973,1,CLI1059,web
2025-11-01,PAL-SK-ART-0973,3,CLI0519,telefono
2025-11-05,PAL-SK-ART-0973,3,CLI0116,presencial
2025-11-25,PAL-SK-ART-0973,3,CLI1989,web
2025-12-08,PAL-SK-ART-0973,1,CLI0089,web
2025-12-07,PAL-SK-ART-0973,1,CLI0567,web
2025-12-05,PAL-SK-ART-0973,1,CLI1367,web
2025-12-23,PAL-SK-ART-0973,1,CLI1362,telefono
2026-01-26,PAL-SK-ART-0973,18,CLI1115,web
2026-02-06,PAL-SK-ART-0973,7,CLI0681,telefono
2026-02-23,PAL-SK-ART-0973,7,CLI1548,presencial
2026-02-02,PAL-SK-ART-0973,7,CLI0324,web
2026-03-15,PAL-SK-ART-0973,7,CLI0577,web
2026-03-13,PAL-SK-ART-0973,7,CLI1978,web
2026-04-21,PAL-SK-ART-0973,13,CLI1627,presencial
2026-05-21,PAL-SK-ART-0973,2,CLI1764,presencial
2026-05-11,PAL-SK-ART-0973,2,CLI0097,web
2026-05-22,PAL-SK-ART-0973,1,CLI1263,web
2026-05-24,PAL-SK-ART-0973,1,CLI1787,web
2025-07-12,PAL-SK-ART-0974,6,CLI1325,web
2025-07-16,PAL-SK-ART-0974,5,CLI0771,web
2025-08-15,PAL-SK-ART-0974,2,CLI1589,web
2025-08-21,PAL-SK-ART-0974,2,CLI0082,web
2025-08-02,PAL-SK-ART-0974,2,CLI1273,telefono
2025-08-04,PAL-SK-ART-0974,2,CLI0910,web
2025-08-16,PAL-SK-ART-0974,1,CLI1930,telefono
2025-09-14,PAL-SK-ART-0974,1,CLI1752,web
2025-09-06,PAL-SK-ART-0974,1,CLI1521,telefono
2025-09-24,PAL-SK-ART-0974,1,CLI0034,web
2025-10-17,PAL-SK-ART-0974,1,CLI1386,presencial
2025-10-04,PAL-SK-ART-0974,1,CLI0888,web
2025-11-15,PAL-SK-ART-0974,2,CLI1278,presencial
2025-11-15,PAL-SK-ART-0974,1,CLI1867,presencial
2025-11-12,PAL-SK-ART-0974,1,CLI0183,web
2025-11-23,PAL-SK-ART-0974,1,CLI0843,web
2026-01-19,PAL-SK-ART-0974,2,CLI1644,presencial
2026-01-03,PAL-SK-ART-0974,2,CLI1871,telefono
2026-01-25,PAL-SK-ART-0974,2,CLI0374,web
2026-03-05,PAL-SK-ART-0974,2,CLI1342,presencial
2026-03-25,PAL-SK-ART-0974,2,CLI1810,presencial
2026-03-12,PAL-SK-ART-0974,2,CLI0852,web
2026-03-01,PAL-SK-ART-0974,1,CLI1223,telefono
2026-04-21,PAL-SK-ART-0974,1,CLI0354,web
2026-05-21,PAL-SK-ART-0974,1,CLI1416,web
2026-05-01,PAL-SK-ART-0974,1,CLI1004,web
2026-05-23,PAL-SK-ART-0974,1,CLI1542,web
2025-08-18,PAL-SK-ART-0975,7,CLI0477,telefono
2025-08-26,PAL-SK-ART-0975,7,CLI0112,web
2025-09-09,PAL-SK-ART-0975,1,CLI0799,web
2025-12-20,PAL-SK-ART-0975,1,CLI0475,web
2026-01-03,PAL-SK-ART-0975,3,CLI0708,presencial
2026-01-02,PAL-SK-ART-0975,3,CLI0701,web
2026-02-15,PAL-SK-ART-0975,1,CLI1292,web
2026-02-13,PAL-SK-ART-0975,1,CLI1683,web
2026-02-06,PAL-SK-ART-0975,1,CLI0148,presencial
2026-03-27,PAL-SK-ART-0975,1,CLI0687,telefono
2026-05-24,PAL-SK-ART-0975,2,CLI0464,web
2026-05-11,PAL-SK-ART-0975,2,CLI1435,presencial
2025-08-28,PAL-SK-ART-0976,3,CLI0067,web
2025-08-22,PAL-SK-ART-0976,3,CLI1292,telefono
2025-09-09,PAL-SK-ART-0976,1,CLI0545,telefono
2025-10-19,PAL-SK-ART-0976,2,CLI1429,telefono
2025-10-13,PAL-SK-ART-0976,2,CLI1132,web
2025-10-11,PAL-SK-ART-0976,1,CLI0979,presencial
2025-10-27,PAL-SK-ART-0976,1,CLI0771,presencial
2025-12-23,PAL-SK-ART-0976,1,CLI1816,web
2026-01-23,PAL-SK-ART-0976,1,CLI1611,presencial
2026-01-06,PAL-SK-ART-0976,1,CLI0930,web
2026-01-07,PAL-SK-ART-0976,1,CLI0148,web
2026-01-08,PAL-SK-ART-0976,1,CLI1188,presencial
2026-03-11,PAL-SK-ART-0976,2,CLI1367,telefono
2026-03-02,PAL-SK-ART-0976,1,CLI1138,telefono
2026-03-16,PAL-SK-ART-0976,1,CLI0276,web
2026-04-11,PAL-SK-ART-0976,2,CLI1200,presencial
2026-05-21,PAL-SK-ART-0976,1,CLI1790,web
2025-07-15,PAL-SK-ART-0977,3,CLI1272,presencial
2025-07-17,PAL-SK-ART-0977,2,CLI0046,web
2025-08-23,PAL-SK-ART-0977,2,CLI0290,telefono
2025-08-21,PAL-SK-ART-0977,2,CLI0232,web
2025-08-16,PAL-SK-ART-0977,2,CLI0312,web
2025-08-08,PAL-SK-ART-0977,2,CLI1221,presencial
2025-08-15,PAL-SK-ART-0977,1,CLI0732,web
2025-09-19,PAL-SK-ART-0977,2,CLI0202,presencial
2025-09-25,PAL-SK-ART-0977,2,CLI0869,web
2025-09-09,PAL-SK-ART-0977,1,CLI1311,web
2025-09-06,PAL-SK-ART-0977,1,CLI0678,web
2025-10-27,PAL-SK-ART-0977,8,CLI0146,presencial
2025-10-20,PAL-SK-ART-0977,8,CLI0991,presencial
2025-10-02,PAL-SK-ART-0977,8,CLI0114,web
2025-10-20,PAL-SK-ART-0977,8,CLI0099,presencial
2025-11-18,PAL-SK-ART-0977,2,CLI1237,web
2025-11-03,PAL-SK-ART-0977,2,CLI0220,web
2025-11-04,PAL-SK-ART-0977,2,CLI1125,web
2025-11-24,PAL-SK-ART-0977,2,CLI0159,web
2025-11-19,PAL-SK-ART-0977,1,CLI1356,web
2025-12-14,PAL-SK-ART-0977,11,CLI1457,telefono
2026-01-04,PAL-SK-ART-0977,3,CLI1739,web
2026-01-26,PAL-SK-ART-0977,3,CLI1418,presencial
